5000 24132
4060 1342 1
4060 1550 1
4060 2488 1
4060 2993 1
4060 3158 1
4060 4266 1
4060 4515 6
4060 4759 1
4061 575 1
4061 675 1
4061 1993 1
4062 688 3
4062 764 2
4062 962 1
4062 2102 6
4062 4394 3
4062 4744 1
4063 533 1
4063 1188 5
4063 1613 1
4063 2118 1
4063 3649 2
4063 4507 5
4064 1454 1
4064 1479 1
4064 1553 5
4064 2239 1
4064 3372 1
4064 3499 3
4064 3581 2
4064 4702 1
4065 294 4
4065 2860 1
4066 174 1
4066 749 1
4066 1424 6
4066 2102 2
4066 2375 1
4066 3486 4
4066 4199 1
4066 4640 1
4067 479 1
4067 1169 1
4067 1442 1
4067 4142 7
4068 1237 2
4068 2188 1
4068 3555 1
4068 4623 1
4068 4906 10
4069 256 1
4069 658 4
4069 1192 1
4069 3063 2
4069 3777 1
4070 26 6
4070 1043 9
4070 2787 14
4070 2864 1
4070 3162 2
4070 3849 1
4070 4143 3
4070 4959 3
4071 724 1
4071 1332 1
4071 3783 1
4071 3958 9
4071 4158 3
4071 4289 7
4071 4451 2
4071 4907 4
4072 1554 1
4072 2412 1
4072 3853 1
4072 4768 1
4073 16 1
4073 1065 5
4073 1102 7
4073 1461 5
4073 2562 1
4073 3476 1
4074 1451 1
4074 1761 2
4074 4305 3
4074 4431 3
4074 4842 1
4075 348 1
4075 3571 9
4075 3597 1
4075 3829 2
4075 4197 3
4075 4613 1
4076 2715 1
4076 3340 2
4076 3557 1
4076 4553 1
4077 307 3
4077 356 13
4077 2434 1
4077 2623 1
4077 3476 3
4077 4645 1
4078 512 13
4078 565 1
4078 765 1
4078 1198 3
4078 2134 5
4078 2752 1
4078 3988 1
4078 4680 2
4079 582 9
4079 1248 2
4079 1365 2
4079 1406 1
4079 3895 1
4080 2699 1
4080 3200 1
4080 4900 1
4080 4936 1
4081 2493 1
4081 3443 4
4081 3664 1
4081 3790 1
4081 4097 33
4081 4886 1
4082 133 1
4082 2266 2
4082 2510 6
4082 3398 1
4082 3754 1
4083 1052 1
4083 1354 11
4083 1792 3
4083 1869 3
4083 1920 1
4083 2250 2
4083 2901 1
4083 3656 1
4083 3997 1
4083 4751 1
4084 35 11
4084 403 2
4084 3854 2
4084 3931 1
4085 703 6
4085 1571 5
4085 1651 1
4085 2860 1
4085 3384 2
4085 3483 5
4085 4367 1
4086 1189 2
4086 1861 2
4086 2481 1
4086 2623 1
4086 2746 15
4087 185 1
4087 259 2
4087 366 6
4087 1241 2
4087 2293 1
4087 3699 1
4088 895 1
4088 1469 1
4088 3329 1
4089 983 1
4089 1239 2
4089 1275 1
4089 1986 1
4089 2250 1
4089 3338 1
4089 4170 6
4090 1386 4
4090 1558 2
4090 3024 1
4091 41 11
4091 92 1
4091 4389 5
4091 4595 1
4092 2455 1
4092 3425 7
4092 4460 1
4093 1553 1
4093 2259 1
4094 1234 2
4094 2673 1
4094 2742 3
4094 2794 2
4094 2932 8
4095 665 1
4095 1120 1
4095 2476 3
4095 4012 6
4095 4331 1
4095 4650 1
4095 4769 25
4096 2050 1
4096 2350 1
4096 3333 1
4096 4267 2
4096 4458 1
4097 1071 1
4097 1235 4
4097 2813 1
4097 3437 2
4097 4677 1
4098 1813 1
4098 1905 1
4098 2406 1
4098 2568 3
4098 2628 1
4098 2717 1
4098 3760 1
4099 1027 1
4099 1742 1
4099 2251 1
4099 3216 1
4099 4121 1
4099 4665 2
4100 677 1
4100 849 1
4100 1010 1
4100 1693 2
4100 4727 1
4101 705 3
4101 1514 1
4101 1797 1
4101 2608 6
4101 4408 3
4102 687 1
4102 1010 6
4102 1922 10
4102 2133 4
4102 4093 6
4103 165 1
4103 3274 1
4103 4735 3
4104 902 1
4104 1063 1
4104 1587 2
4104 3330 1
4104 3495 2
4104 4660 3
4105 1537 1
4105 1577 1
4105 2115 1
4105 2399 3
4105 3426 1
4105 4305 2
4105 4325 4
4105 4753 1
4106 865 1
4106 1371 12
4106 2253 4
4106 2656 5
4106 3505 1
4106 3808 1
4106 4104 1
4107 273 1
4107 1213 1
4107 2223 1
4107 3504 5
4108 9 1
4108 426 2
4108 566 2
4108 719 1
4108 1513 2
4108 2153 3
4108 2236 2
4108 2536 1
4108 2910 7
4108 3439 1
4109 210 2
4109 2424 8
4109 2810 1
4109 3099 1
4109 3714 1
4109 3777 2
4109 3961 2
4110 1706 12
4111 714 7
4111 829 1
4111 3636 1
4112 989 1
4112 2740 1
4112 4220 1
4113 591 6
4113 1346 1
4113 2559 3
4113 3207 6
4113 4832 10
4114 448 1
4114 551 10
4114 874 1
4114 2787 1
4114 4045 4
4114 4783 1
4115 1582 2
4115 2388 1
4115 3353 1
4115 3749 1
4116 824 1
4116 1373 1
4116 1487 3
4116 1859 4
4116 2525 2
4116 4669 1
4117 953 13
4117 1553 4
4117 2659 1
4117 3735 5
4117 4726 5
4117 4868 3
4117 4879 16
4118 306 1
4118 889 7
4118 1076 2
4118 3946 5
4118 3960 4
4118 4283 3
4119 468 6
4119 2866 2
4120 1337 1
4120 2371 2
4120 3046 2
4120 3564 1
4120 4001 1
4121 159 1
4122 1001 2
4122 2304 4
4122 2405 1
4122 3075 2
4122 4628 3
4122 4864 1
4122 4930 1
4123 486 3
4123 1417 1
4123 1791 3
4123 1815 1
4123 1826 1
4123 2745 5
4123 2779 10
4123 2869 1
4123 3058 5
4123 3844 1
4123 3976 1
4123 4157 1
4123 4323 1
4124 1590 5
4124 3681 1
4124 4056 1
4124 4463 2
4124 4770 1
4125 310 2
4125 337 1
4125 472 1
4125 1709 2
4125 1746 1
4125 2081 4
4125 2682 3
4125 3961 2
4125 3966 1
4126 1301 1
4126 1371 2
4126 1372 5
4126 2241 1
4126 2509 2
4126 2838 1
4126 4063 1
4126 4071 3
4126 4764 1
4127 551 2
4127 1655 2
4127 2191 1
4127 2384 2
4127 2804 1
4127 3034 1
4127 3290 1
4127 4515 1
4127 4746 4
4128 1688 7
4128 4412 6
4128 4608 1
4129 1316 1
4129 1354 1
4129 2354 4
4129 2804 3
4129 3016 3
4129 4371 7
4130 1788 1
4130 1982 1
4130 3477 2
4130 4513 3
4131 1006 1
4131 1429 3
4131 2103 4
4131 2169 1
4131 3242 1
4131 3353 1
4131 4928 1
4132 331 1
4132 1175 2
4132 1519 1
4132 1794 2
4132 2976 6
4132 4409 2
4132 4894 3
4132 4941 1
4132 4974 1
4133 3174 17
4133 3697 1
4134 738 1
4134 3093 8
4134 3305 1
4134 4863 16
4135 586 1
4135 1011 1
4135 4409 1
4136 1973 1
4136 2066 5
4136 2361 1
4136 2379 1
4136 2549 1
4136 3390 2
4136 4027 3
4136 4184 1
4136 4255 1
4136 4425 2
4137 428 1
4137 854 2
4137 1722 1
4137 2030 1
4137 2599 3
4137 2705 6
4137 3361 5
4138 1050 1
4138 1507 5
4138 2361 1
4138 2569 1
4139 204 1
4139 2096 4
4139 2335 2
4140 873 3
4140 2519 2
4140 3074 1
4140 3311 2
4140 3510 1
4141 249 4
4141 829 1
4141 1253 1
4141 3280 4
4141 3614 1
4141 3639 1
4142 106 1
4142 681 1
4142 2885 1
4142 4246 3
4142 4560 1
4142 4782 1
4143 1439 1
4143 2312 2
4143 3840 2
4143 4666 1
4144 1388 12
4144 2438 1
4144 2659 1
4144 3056 1
4144 4342 1
4144 4800 2
4145 1359 1
4146 391 1
4146 2336 1
4146 2726 7
4146 2864 3
4146 3118 1
4146 3455 4
4146 4817 11
4147 616 1
4147 2798 6
4147 3358 6
4147 3367 1
4147 3599 5
4147 4819 2
4147 4852 34
4148 1852 1
4148 2605 2
4148 2948 4
4148 3310 10
4148 3710 3
4148 3739 1
4149 622 1
4149 2579 1
4149 2614 8
4150 171 5
4150 2792 26
4150 4002 1
4150 4019 1
4150 4965 1
4151 503 2
4151 2047 1
4151 2831 1
4151 3021 20
4151 4764 2
4152 934 2
4152 3959 1
4152 4773 2
4153 1591 1
4153 1797 5
4153 2077 1
4153 3372 3
4153 4622 1
4154 155 1
4154 741 2
4154 2760 1
4154 4396 5
4154 4577 1
4155 803 5
4155 1248 3
4155 2852 1
4155 3751 5
4155 4558 1
4156 431 2
4156 802 3
4156 1365 3
4156 1532 1
4156 1719 7
4157 863 1
4157 1497 1
4157 2326 5
4158 870 1
4158 1367 1
4158 1509 1
4158 1678 2
4158 1987 1
4158 3329 1
4158 3556 2
4158 4273 2
4159 1838 1
4159 1904 1
4159 3053 3
4159 3755 1
4159 3895 1
4159 3982 1
4160 1172 1
4160 2060 4
4160 2579 1
4160 4730 6
4160 4735 1
4161 1888 1
4161 2330 1
4161 3486 4
4161 4024 2
4162 1204 1
4162 3421 1
4162 4456 4
4163 139 1
4163 258 2
4163 445 2
4163 1270 2
4163 2923 13
4163 3493 1
4163 3936 4
4164 480 1
4164 1105 1
4164 1506 9
4164 3184 1
4164 4001 2
4165 0 3
4165 3088 10
4165 3291 1
4165 3682 3
4166 196 9
4166 1801 1
4166 2070 1
4166 2122 1
4166 2256 1
4166 3191 32
4167 1857 1
4167 3428 1
4167 4131 6
4168 344 1
4168 2145 1
4168 2372 1
4168 2900 1
4168 3261 2
4168 3805 1
4169 823 1
4169 4767 1
4169 4871 1
4170 2314 1
4170 3260 1
4170 3808 19
4171 605 1
4171 3820 1
4172 92 4
4172 1197 1
4172 1648 5
4172 2004 4
4172 2550 1
4172 2729 4
4172 4607 1
4172 4641 3
4173 741 1
4173 1152 2
4173 1844 3
4174 232 3
4174 452 1
4174 2863 1
4174 4305 4
4175 657 1
4175 1073 4
4175 1417 3
4175 2160 2
4175 3436 2
4175 3522 1
4175 3650 1
4175 4037 1
4175 4317 7
4176 425 2
4176 1492 1
4176 3682 8
4177 3685 1
4177 3807 1
4177 3979 2
4177 4287 1
4178 130 3
4178 246 1
4179 229 8
4179 1327 1
4179 2180 16
4179 2336 2
4179 3969 3
4179 3984 1
4179 4888 1
4180 121 5
4180 186 2
4180 970 1
4180 2632 1
4180 4426 2
4181 552 4
4181 1259 3
4181 1902 1
4181 2727 3
4181 2864 1
4181 4028 3
4181 4215 1
4183 162 1
4183 426 1
4183 2541 1
4183 3385 3
4183 4108 2
4183 4697 1
4184 329 2
4184 1348 19
4184 1680 2
4184 3847 1
4184 4016 5
4184 4748 1
4184 4994 1
4185 1234 2
4185 1556 1
4185 1657 1
4185 3000 2
4185 3238 2
4186 180 3
4186 561 3
4186 3029 7
4186 4164 1
4187 747 5
4187 2028 2
4187 3023 1
4187 3358 2
4187 3808 2
4188 835 3
4188 1839 2
4188 2102 1
4188 3435 1
4188 3738 2
4188 3930 4
4189 976 3
4189 1261 3
4189 1722 1
4189 2001 1
4189 2201 1
4189 3677 5
4190 357 1
4190 539 3
4190 1470 1
4190 2530 1
4190 2816 1
4190 4373 4
4191 257 1
4191 403 3
4191 1340 9
4191 1959 1
4191 3725 1
4191 3778 1
4191 4339 8
4192 148 2
4192 1438 2
4192 2801 3
4192 4421 1
4193 3084 4
4193 3534 1
4193 4523 1
4193 4796 14
4194 1626 1
4194 3919 2
4195 467 1
4195 1076 2
4195 1532 1
4195 1550 4
4195 2668 1
4195 2974 1
4195 3254 1
4195 3321 1
4195 3465 2
4195 4297 1
4195 4683 1
4196 245 4
4196 408 3
4197 485 4
4197 648 1
4197 868 1
4197 2090 1
4198 299 1
4198 742 1
4198 1515 4
4198 1559 5
4198 3959 1
4199 448 1
4199 669 3
4199 2997 2
4200 1323 1
4200 2949 3
4200 3753 2
4200 4031 1
4200 4145 1
4201 556 2
4201 1649 2
4201 2352 1
4201 2767 1
4201 4024 2
4201 4586 6
4202 163 1
4202 659 1
4202 976 1
4202 1239 5
4202 3606 2
4203 156 2
4203 1484 3
4203 2246 23
4203 2420 1
4203 2905 1
4203 3484 2
4204 0 1
4204 3795 1
4204 4466 1
4205 374 2
4205 447 1
4205 1025 2
4205 2247 1
4205 2867 2
4206 3536 1
4206 3550 1
4206 3570 1
4206 3641 1
4206 4519 3
4207 639 1
4207 902 1
4207 1520 1
4207 2665 1
4207 3222 22
4208 225 3
4208 3904 6
4208 4737 1
4209 976 6
4209 3831 1
4209 4880 2
4210 1891 2
4210 2586 1
4210 3649 16
4210 3813 1
4210 3987 2
4210 4311 1
4211 1156 1
4211 1436 1
4211 2217 3
4211 2445 5
4211 3404 1
4211 4244 2
4211 4430 5
4212 676 3
4212 1491 3
4212 4973 11
4213 61 5
4213 1280 2
4213 1481 1
4213 2933 7
4213 3614 7
4213 4226 2
4214 149 2
4214 385 13
4214 591 2
4214 854 41
4214 1617 1
4214 4924 3
4215 332 1
4215 2919 1
4216 672 1
4216 1734 2
4216 2741 1
4216 3084 1
4216 3258 2
4216 4172 1
4216 4860 4
4217 531 1
4217 1310 3
4217 3014 2
4217 3796 3
4217 4775 1
4218 1266 2
4218 2746 8
4218 4953 1
4219 629 4
4219 2679 1
4219 4071 2
4220 318 1
4220 1207 1
4220 1889 1
4220 1965 2
4220 2686 72
4220 2688 1
4221 1042 2
4221 2039 1
4221 2386 1
4221 2524 4
4221 3723 1
4221 4425 4
4221 4467 1
4222 471 2
4222 1427 3
4222 2255 1
4222 4005 1
4222 4395 3
4223 520 1
4223 2205 1
4224 816 1
4224 928 33
4224 1830 1
4224 2020 1
4224 3863 1
4224 4088 4
4225 0 1
4225 769 1
4225 1398 1
4225 1481 3
4226 512 1
4226 3958 1
4226 4038 1
4227 1646 1
4227 2477 4
4227 4356 3
4228 85 3
4228 1481 1
4228 2424 3
4228 2699 1
4228 2758 1
4228 3232 1
4228 4367 5
4228 4818 1
4229 1908 3
4229 2073 1
4229 2229 2
4229 3500 4
4230 372 1
4230 465 12
4230 1234 1
4230 3254 3
4230 4553 1
4231 423 2
4231 2202 3
4231 3416 1
4232 1192 1
4232 1249 3
4232 1762 2
4232 2901 2
4232 3521 29
4232 3943 4
4232 4483 1
4233 899 1
4233 4229 2
4233 4239 1
4233 4958 2
4234 160 1
4234 2461 4
4234 3142 1
4234 3323 3
4234 4068 1
4235 68 2
4235 215 1
4235 365 1
4235 440 3
4235 1597 1
4235 1902 1
4235 3506 7
4235 3971 2
4235 4131 1
4235 4972 1
4236 395 3
4236 3293 6
4236 3478 1
4236 3525 2
4236 3995 1
4237 895 1
4237 1587 3
4237 1882 1
4237 2657 1
4237 2834 4
4237 3248 5
4237 4313 2
4237 4783 3
4238 683 6
4238 876 1
4238 2063 2
4238 3627 1
4238 4006 1
4238 4559 1
4239 529 1
4239 1036 2
4239 2633 1
4239 3500 1
4239 3716 3
4239 4660 1
4240 26 1
4240 576 1
4240 1350 1
4240 1463 1
4240 2491 3
4240 3784 1
4241 528 1
4241 1340 1
4241 1745 1
4241 3049 3
4241 4571 10
4241 4633 1
4241 4684 19
4242 1548 1
4242 1567 2
4242 2362 1
4242 2702 2
4242 4537 2
4243 839 1
4243 2345 1
4243 2786 1
4243 4737 4
4243 4963 1
4244 96 1
4244 2213 2
4244 2312 8
4244 2324 12
4244 2448 7
4244 2514 1
4244 2854 1
4244 3227 1
4244 3596 1
4244 3892 2
4244 4704 2
4245 242 1
4245 2519 2
4245 2596 5
4245 3025 1
4245 3339 2
4245 3493 7
4245 3859 3
4246 373 3
4246 712 1
4246 943 1
4246 1998 1
4246 3024 1
4247 2261 6
4247 4911 4
4248 3576 1
4248 3645 1
4248 4049 1
4249 2746 1
4249 3383 1
4250 70 2
4250 768 8
4250 3427 5
4250 3479 1
4250 3995 1
4251 740 1
4251 1791 10
4251 2265 2
4251 2560 12
4251 2924 1
4252 2035 1
4252 2565 1
4252 4540 2
4252 4784 1
4253 2278 16
4253 3644 1
4254 162 2
4254 1969 2
4255 3489 4
4255 3512 1
4255 4993 5
4256 125 3
4256 214 2
4256 2288 1
4256 4224 1
4257 526 2
4257 669 9
4257 934 5
4257 1414 1
4257 2837 1
4257 3272 1
4258 500 6
4258 2182 3
4258 2529 4
4258 3343 2
4259 90 1
4259 1019 1
4259 1267 5
4259 3927 1
4260 76 2
4260 560 1
4260 1446 5
4260 3125 1
4260 3707 1
4260 4410 5
4260 4839 1
4260 4843 1
4261 2045 1
4261 3151 1
4261 3328 1
4261 4639 4
4262 20 5
4262 679 1
4262 1565 3
4262 3391 1
4262 3728 7
4262 4895 5
4263 547 1
4263 1613 6
4263 3634 1
4263 4331 2
4264 171 1
4264 395 1
4264 1513 6
4264 3514 1
4264 4134 2
4265 1134 2
4265 4414 1
4266 433 1
4266 485 10
4266 544 1
4266 993 3
4267 110 1
4267 207 1
4267 227 1
4267 387 2
4267 464 9
4267 3262 1
4267 3342 3
4267 3418 2
4267 4119 1
4267 4802 3
4267 4907 3
4268 886 1
4268 1175 1
4268 3342 1
4268 4907 3
4269 2104 1
4269 2486 1
4269 3074 4
4269 3245 7
4269 3852 22
4269 4239 4
4270 2973 1
4270 3112 1
4270 3851 1
4271 2387 2
4271 2820 4
4271 4246 1
4271 4336 1
4272 166 6
4272 837 2
4272 1142 4
4272 1232 1
4273 637 5
4273 1620 1
4273 3199 2
4273 4255 1
4274 361 1
4274 747 1
4274 1071 1
4274 3106 1
4275 1278 1
4275 3517 5
4275 3703 1
4275 4261 2
4276 436 1
4276 1207 3
4276 2369 2
4276 4202 1
4276 4862 2
4276 4963 1
4277 532 19
4277 1510 1
4277 2092 3
4277 2198 6
4277 2571 2
4277 2658 2
4277 2919 1
4277 3107 1
4277 3169 1
4278 1501 1
4278 2258 1
4278 3431 1
4278 4312 6
4279 756 1
4279 1403 9
4279 4247 3
4279 4602 2
4280 810 17
4280 1708 4
4280 3180 24
4280 4060 1
4280 4673 2
4280 4994 1
4281 411 1
4281 4327 1
4282 374 1
4282 1323 4
4282 1461 1
4282 3048 1
4283 608 1
4283 783 2
4283 928 4
4284 1140 3
4284 1449 1
4284 3354 4
4284 4939 1
4285 412 4
4285 1524 12
4285 2188 1
4285 2504 16
4285 4999 1
4286 361 1
4286 797 5
4286 1114 1
4286 1185 5
4286 1707 4
4286 2139 3
4286 3689 3
4286 4782 1
4287 179 1
4287 467 2
4287 2225 1
4287 2552 1
4287 3415 6
4287 3687 1
4287 3977 1
4287 4788 13
4288 1362 7
4288 1905 1
4288 3516 1
4289 2145 1
4289 4124 3
4289 4186 1
4290 1616 1
4290 1852 3
4290 1925 4
4290 1926 1
4290 2028 2
4290 3376 1
4290 4125 3
4291 1708 1
4291 1916 1
4291 4532 11
4292 419 1
4292 605 1
4292 1385 1
4292 1402 13
4292 1998 1
4292 3711 1
4292 4245 1
4293 186 2
4293 289 1
4293 1520 1
4293 1732 1
4294 1717 2
4294 2514 1
4294 3339 1
4295 268 3
4295 2553 5
4295 3207 1
4295 3623 1
4296 212 2
4296 617 3
4296 2328 1
4296 2331 1
4296 2809 1
4296 3286 1
4296 3765 4
4296 3948 1
4297 197 5
4297 211 1
4297 345 1
4297 1861 1
4297 2137 1
4297 2261 2
4298 621 2
4298 3923 1
4298 4218 1
4298 4443 2
4299 694 1
4299 2180 1
4299 2469 1
4299 3705 1
4300 241 9
4300 1335 1
4300 1577 3
4300 2232 1
4300 3925 1
4300 3950 5
4300 4916 4
4301 509 4
4301 3086 5
4301 3124 4
4302 1244 2
4302 1372 1
4302 1584 1
4302 1807 1
4302 2107 1
4302 4274 1
4303 73 1
4303 203 1
4303 1589 15
4303 2649 1
4303 4436 3
4304 271 1
4304 1066 1
4304 1394 1
4304 2860 1
4304 3135 3
4304 4421 9
4305 99 3
4305 181 4
4305 4598 2
4306 1106 3
4306 1676 2
4306 2414 1
4306 2716 2
4306 3419 1
4307 1069 1
4307 1079 3
4307 1347 5
4307 1593 1
4307 2993 1
4307 3208 1
4308 387 2
4308 772 1
4308 1431 1
4308 2451 1
4308 2876 1
4308 3835 1
4308 4984 6
4309 460 1
4309 3020 1
4310 391 1
4310 769 1
4310 2083 16
4310 2633 2
4310 3223 3
4310 3421 4
4310 3997 10
4310 4099 1
4310 4501 2
4311 491 1
4311 950 2
4311 2167 1
4311 2518 1
4311 3625 1
4311 4716 1
4312 112 1
4312 1181 2
4312 1324 4
4312 1777 10
4312 3784 1
4313 885 3
4313 2856 1
4313 4058 15
4313 4720 1
4314 394 3
4314 1151 1
4314 1659 1
4315 523 2
4315 1166 1
4315 2046 1
4316 99 1
4316 939 1
4316 2294 3
4316 3572 1
4316 3859 7
4318 693 1
4318 839 4
4318 1796 4
4318 2247 2
4318 4096 1
4319 1330 5
4319 2712 2
4319 2996 1
4319 4766 2
4320 1314 3
4320 1497 2
4320 4743 1
4320 4850 20
4321 2419 1
4321 2496 3
4321 3304 12
4321 4626 9
4322 2483 2
4322 2906 3
4322 4376 1
4323 494 1
4323 1879 6
4323 2170 7
4323 3893 1
4323 4652 1
4324 206 1
4324 1398 1
4324 1681 2
4324 3109 1
4324 3194 3
4324 3755 2
4324 4104 2
4324 4302 21
4325 442 4
4325 1493 5
4325 1723 7
4325 2824 1
4325 3727 3
4326 1560 1
4326 4026 3
4326 4435 1
4327 340 2
4327 1426 1
4327 1911 1
4327 2284 3
4327 2655 1
4327 4188 1
4328 746 1
4328 1083 1
4328 3446 2
4329 1240 3
4329 1485 1
4329 1811 3
4329 3098 2
4329 3691 1
4330 268 1
4330 3798 3
4331 589 1
4331 1411 1
4331 1988 3
4331 3377 1
4331 4004 1
4332 138 1
4332 1534 1
4332 4658 1
4333 327 1
4333 1151 1
4333 1861 1
4333 3328 8
4334 2648 3
4334 4353 1
4334 4888 1
4335 1046 4
4335 1285 1
4335 1674 1
4335 3196 1
4335 3895 2
4336 33 1
4336 1586 1
4336 2757 2
4336 3942 1
4337 1534 3
4337 3020 4
4337 3131 1
4337 4568 1
4337 4611 11
4338 3129 1
4338 3409 2
4338 3609 1
4338 3765 12
4338 4752 1
4339 892 2
4339 927 5
4339 1949 3
4339 2382 10
4339 3423 1
4339 3484 4
4340 595 3
4340 881 4
4340 1254 1
4340 1812 1
4340 1960 1
4340 3053 1
4340 3244 2
4340 3300 1
4341 4358 1
4341 4974 3
4343 944 1
4343 977 1
4343 2731 1
4343 4077 20
4343 4371 2
4344 277 1
4344 461 1
4344 2257 1
4344 2300 1
4344 3263 1
4345 213 12
4345 1673 1
4346 239 2
4346 1790 1
4346 1939 3
4346 2188 2
4346 4694 1
4347 214 4
4347 1141 1
4347 2024 1
4347 3747 1
4347 3837 1
4347 4321 1
4347 4917 1
4348 394 1
4348 707 1
4348 1417 13
4348 1542 1
4348 3242 1
4348 4513 1
4349 600 2
4349 823 1
4349 1517 1
4349 1546 2
4349 2362 3
4350 4252 1
4350 4691 1
4351 152 1
4351 365 3
4351 433 2
4351 541 5
4351 2516 2
4351 3803 4
4352 672 1
4352 1412 4
4352 2331 1
4352 3351 2
4352 3897 4
4352 4212 1
4353 74 1
4353 138 2
4353 293 2
4353 1237 5
4353 1390 3
4353 4024 1
4353 4668 11
4353 4806 2
4354 1210 1
4354 1552 2
4354 2197 7
4354 2329 1
4354 3615 3
4354 3727 1
4354 4079 1
4355 273 1
4355 284 40
4355 2020 5
4355 4680 1
4356 1534 1
4356 1654 1
4356 2173 1
4356 2800 1
4356 3890 2
4356 4077 1
4356 4510 6
4356 4693 1
4357 5 3
4357 746 1
4357 2025 1
4358 922 2
4358 1983 8
4359 675 4
4359 2313 1
4359 3409 1
4359 4030 1
4360 482 3
4360 640 4
4360 1000 15
4360 3077 1
4360 3803 3
4361 967 1
4361 3386 1
4361 4719 8
4362 751 1
4362 2114 1
4362 3296 2
4362 3739 2
4363 188 1
4363 317 5
4363 1036 1
4363 2816 1
4363 3678 2
4363 3842 1
4363 4084 1
4364 212 3
4364 4882 1
4365 739 2
4365 959 12
4365 1907 1
4365 2096 1
4365 2478 1
4365 2704 2
4365 2846 2
4365 3001 1
4365 3154 3
4365 4181 2
4365 4294 3
4366 1321 1
4366 1840 2
4366 2133 3
4366 2773 1
4366 3374 5
4366 3845 10
4366 4002 1
4366 4988 3
4367 580 1
4367 632 2
4367 1287 1
4367 4596 2
4367 4618 1
4368 129 2
4368 565 1
4368 2055 1
4368 2173 1
4368 4748 1
4368 4779 1
4368 4991 1
4369 1304 1
4370 314 5
4370 2302 1
4371 847 8
4371 2231 1
4371 2949 3
4371 4753 2
4372 46 4
4372 385 3
4372 2005 5
4372 3047 8
4372 4138 1
4373 1452 1
4373 1725 1
4373 2049 1
4373 3264 10
4373 4723 1
4374 1705 1
4374 2109 3
4374 3292 1
4374 4341 1
4375 224 1
4375 863 2
4375 1104 1
4375 1325 1
4375 1980 1
4375 3461 2
4375 3690 2
4376 2447 1
4376 4026 2
4376 4270 1
4377 1102 1
4377 1436 1
4377 1683 1
4377 4584 1
4378 19 1
4378 1783 1
4378 1829 1
4378 4051 3
4379 1056 1
4379 1546 3
4379 1757 1
4379 3482 1
4379 4877 2
4380 1919 2
4380 3001 4
4380 3278 1
4380 4810 4
4380 4934 1
4381 3227 1
4381 3625 1
4381 3694 1
4381 4803 6
4382 674 1
4382 1128 2
4382 3667 1
4383 4135 5
4384 152 2
4384 882 1
4384 1088 3
4384 1197 1
4384 2384 2
4384 3486 1
4384 3584 1
4384 4514 1
4385 3889 5
4385 3985 3
4385 4223 1
4386 761 10
4386 1053 2
4386 2282 6
4386 2843 3
4386 4004 3
4386 4244 1
4386 4945 8
4387 560 1
4387 925 1
4387 2654 1
4387 3757 1
4387 4178 1
4387 4914 4
4388 635 3
4388 902 4
4388 2393 1
4388 4569 1
4388 4913 1
4388 4960 1
4389 451 1
4389 978 3
4389 1122 3
4390 636 1
4390 1955 1
4390 3185 1
4390 3200 20
4390 4395 6
4390 4714 2
4391 1175 1
4391 2089 1
4391 2170 5
4391 3619 1
4391 4672 1
4392 132 1
4392 235 5
4392 1229 3
4392 1954 1
4392 2532 1
4392 3063 1
4392 3288 9
4392 3386 2
4392 3866 4
4393 93 1
4393 1161 1
4393 2063 1
4393 2080 1
4393 3172 13
4393 4437 1
4394 1633 3
4394 1831 1
4394 3436 6
4394 4161 2
4394 4554 1
4395 1543 5
4395 1744 1
4396 1139 1
4396 2075 5
4396 3251 1
4396 3875 2
4396 4728 1
4397 516 4
4397 778 12
4397 782 2
4397 3902 1
4397 4066 5
4397 4758 14
4398 1483 3
4398 2736 5
4398 2951 5
4398 2955 1
4399 884 1
4399 1719 7
4399 1890 4
4399 2366 1
4399 2880 3
4399 4439 1
4399 4943 1
4400 1328 1
4400 4316 1
4401 24 3
4401 1365 1
4401 1576 5
4401 3871 1
4401 4511 6
4402 1494 1
4402 1766 5
4402 3109 6
4402 3899 1
4403 1097 7
4403 2326 5
4403 2842 2
4403 3227 1
4403 4007 5
4403 4248 2
4404 3096 1
4404 3646 3
4404 4789 3
4405 1298 1
4405 2949 1
4405 3185 1
4405 3878 10
4405 4579 1
4406 1667 1
4406 3976 1
4406 4178 2
4407 748 15
4407 1237 4
4407 2050 4
4407 3557 5
4407 4122 9
4407 4177 1
4407 4400 1
4407 4861 4
4408 772 1
4408 1023 4
4408 1166 1
4408 2876 1
4408 4767 1
4409 110 2
4409 3349 3
4409 3477 1
4409 4013 1
4410 2543 1
4410 3836 16
4411 207 1
4411 1991 1
4411 2923 1
4411 3336 5
4411 4690 1
4411 4977 3
4412 1285 1
4412 2952 1
4412 3392 1
4412 3721 1
4412 4221 4
4413 226 6
4413 2861 1
4413 3582 1
4413 4099 7
4413 4752 1
4414 1199 3
4414 3512 1
4414 3628 5
4414 4111 3
4415 43 2
4415 1030 13
4415 1101 2
4415 1272 5
4415 3324 1
4415 3396 10
4415 4347 1
4416 1196 1
4416 1506 1
4416 2944 4
4416 4049 4
4416 4937 3
4417 122 13
4417 2169 1
4417 2859 1
4417 4532 1
4417 4867 1
4417 4915 3
4417 4936 1
4418 1473 2
4418 3432 1
4418 3588 3
4419 2633 5
4419 3184 3
4419 3391 42
4419 3433 4
4419 3522 1
4419 4334 1
4419 4762 1
4420 985 1
